"date","album","artist","index"
2010-03-27,"Battle Of The Sexes","Ludacris",0
2010-04-03,"Here I Am","Marvin Sapp",0
2010-04-10,"Still Standing","Monica",0
2010-04-17,"Raymond V Raymond","Usher",0
2010-05-15,"B.o.B Presents: The Adventures Of Bobby Ray","B.o.B",0
2010-05-22,"Pulse","Toni Braxton",0
2010-06-05,"Distant Relatives","Nas & Damian Marley",0
2010-06-26,"Goon Affiliated","Plies",0
2010-07-03,"Thank Me Later","Drake",1416
2010-07-10,"Recovery","Eminem",0
2010-09-11,"Back To Me","Fantasia",0
2010-10-02,"Passion, Pain & Pleasure","Trey Songz",0
2010-10-16,"I Am Not A Human Being","Lil Wayne",0
2010-11-20,"Merry Christmas II You","Mariah Carey",0
2010-11-27,"Man On The Moon II: The Legend Of Mr. Rager","Kid Cudi",0
2010-12-04,"Loud","Rihanna",0
2010-12-11,"My Beautiful Dark Twisted Fantasy","Kanye West",1393
2010-12-25,"No Mercy","T.I.",0
2011-01-01,"Michael","Michael Jackson",0
2011-01-22,"Pink Friday","Nicki Minaj",0
2011-03-19,"Late Nights & Early Mornings","Marsha Ambrosius",0
2011-03-26,"Lasers","Lupe Fiasco",0
2011-04-09,"F.A.M.E.","Chris Brown",0
2011-04-16,"Rolling Papers","Wiz Khalifa",0
2011-05-21,"Hot Sauce Committee Part Two","Beastie Boys",0
2011-05-28,"Goblin","Tyler, The Creator",0
2011-06-11,"Maybach Music Group Presents: Self Made: Vol. I","Various Artists",0
2011-06-25,"All 6's & 7's","Tech N9ne",0
2011-07-02,"Hell: The Sequel (EP)","Bad Meets Evil",0
2011-07-09,"The Light Of The Sun","Jill Scott",0
2011-07-16,"4","Beyonce",1458
2011-08-27,"Watch The Throne","Jay Z Kanye West",1435
2011-09-10,"The R.E.D. Album","Game",0
2011-09-17,"Tha Carter IV","Lil Wayne",0
2011-10-15,"Cole World: The Sideline Story","J. Cole",0
2011-11-19,"Ambition","Wale",0
2011-11-26,"Blue Slide Park","Mac Miller",0
2011-12-03,"Take Care","Drake",1440
2011-12-10,"Talk That Talk","Rihanna",0
2011-12-24,"Lioness: Hidden Treasures","Amy Winehouse",0
2012-01-07,"TM:103: Hustlerz Ambition","Young Jeezy",0
2012-02-11,"Soul 2","Seal",0
2012-03-10,"Careless World: Rise Of The Last King","Tyga",0
2012-04-07,"The OF Tape Vol. 2","Odd Future",0
2012-04-14,"The MF Life","Melanie Fiona",0
2012-04-21,"Pink Friday: Roman Reloaded","Nicki Minaj",0
2012-05-19,"Strange Clouds","B.o.B",0
2012-05-26,"This Is How I Feel","Tank",0
2012-06-23,"Live From The Underground","Big K.R.I.T.",0
2012-06-30,"Looking 4 Myself","Usher",0
2012-07-14,"Maybach Music Group Presents: Self Made 2","Various Artists",0
2012-07-21,"Fortune","Chris Brown",0
2012-07-28,"channel ORANGE","Frank Ocean",1473
2012-08-04,"Life Is Good","Nas",0
2012-08-18,"God Forgives, I Don't","Rick Ross",0
2012-09-01,"Based On A T.R.U. Story","2 Chainz",0
2012-09-08,"Chapter V","Trey Songz",0
2012-09-15,"Welcome To: Our House","Slaughterhouse",0
2012-10-06,"Kanye West Presents GOOD Music Cruel Summer","Various Artists",0
2012-10-13,"Food & Liquor II: The Great American Rap Album Pt. 1","Lupe Fiasco",0
2012-10-20,"Kaleidoscope Dream","Miguel",1477
2012-10-27,"The Heist","Macklemore & Ryan Lewis",0
2012-11-03,"Two Eleven","Brandy",0
2012-11-10,"good kid, m.A.A.d city","Kendrick Lamar",1474
2012-11-17,"Dreams And Nightmares","Meek Mill",0
2012-11-24,"R.E.D","Ne-Yo",0
2012-12-01,"Trilogy","The Weeknd",0
2012-12-08,"Unapologetic","Rihanna",0
2012-12-15,"Girl On Fire","Alicia Keys",0
2012-12-22,"O.N.I.F.C.","Wiz Khalifa",0
2012-12-29,"Jesus Piece","The Game",0
2013-01-05,"Trouble Man: Heavy Is The Head","T.I.",0
2013-02-02,"Long.Live.A$AP","A$AP Rocky",0
2013-02-16,"Love, Charlie","Charlie Wilson",0
2013-02-23,"No Love Lost","Joe Budden",0
2013-03-30,"All Around The World","Mindless Behavior",0
2013-04-06,"The 20/20 Experience","Justin Timberlake",0
2013-05-04,"Indicud","Kid Cudi",0
2013-05-11,"Side Effects Of You","Fantasia",0
2013-06-08,"Excuse My French","French Montana",0
2013-07-06,"Yeezus","Kanye West",1513
2013-07-13,"The Gifted","Wale",0
2013-07-20,"Born Sinner","J. Cole",0
2013-07-27,"Magna Carta... Holy Grail","Jay Z",0
2013-08-17,"Blurred Lines","Robin Thicke",0
2013-08-31,"Rebellious Soul","K. Michelle",0
2013-09-07,"Three Kings","TGT",0
2013-09-14,"Hall Of Fame","Big Sean",0
2013-09-21,"Love And War","Tamar Braxton",0
2013-09-28,"Kiss Land","The Weeknd",0
2013-10-05,"MMG: Self Made 3","Various Artists",0
2013-10-12,"Nothing Was The Same","Drake",1530
2013-10-19,"The 20/20 Experience (2 Of 2)","Justin Timberlake",0
2013-11-23,"The Marshall Mathers LP 2","Eminem",0
2013-12-28,"Beyonce","Beyonce",0
2014-02-22,"Love, Marriage & Divorce","Toni Braxton & Babyface",0
2014-03-15,"Oxymoron","ScHoolboy Q",0
2014-03-22,"Mastermind","Rick Ross",0
2014-04-05,"My Krazy Life","YG",1577
2014-04-12,"G I R L","Pharrell Williams",0
2014-05-03,"Testimony","August Alsina",0
2014-05-10,"Honest","Future",0
2014-05-17,"The New Classic","Iggy Azalea",0
2014-05-24,"Strangeulation","Tech N9ne Collabos",0
2014-05-31,"Xscape","Michael Jackson",0
2014-06-14,"Me. I Am Mariah... The Elusive Chanteuse","Mariah Carey",0
2014-06-21,"Animal Ambition: An Untamed Desire To Win","50 Cent",0
2014-07-05,"A.K.A.","Jennifer Lopez",0
2014-07-12,"These Things Happen","G-Eazy",0
2014-07-19,"Trigga","Trey Songz",0
2014-08-09,"Nobodys Smiling","Common",0
2014-08-16,"PARTYNEXTDOOR Two","PARTYNEXTDOOR",0
2014-08-30,"Stronger","Tank",0
2014-09-06,"Blacc Hollywood","Wiz Khalifa",0
2014-09-13,"Promise To Love: Album IV","Kem",0
2014-09-20,"Seen It All: The Autobiography","Jeezy",0
2014-09-27,"Souled Out","Jhene Aiko",0
2014-10-04,"X","Chris Brown",0
2014-10-18,"ART OFFICIAL AGE","Prince",0
2014-10-25,"Point Of No Return","Keyshia Cole",0
2014-11-01,"Blood Moon: Year Of The Wolf","The Game",0
2014-11-08,"Paperwork","T.I.",0
2014-11-22,"VII","Teyana Taylor",0
2014-11-29,"Cadillactica","Big K.R.I.T.",0
2014-12-13,"ShadyXV","Various Artists",0
2014-12-20,"The London Sessions","Mary J. Blige",0
2014-12-27,"2014 Forest Hills Drive","J. Cole",0
2015-01-03,"The Pinkprint","Nicki Minaj",0
2015-01-24,"SremmLife","Rae Sremmurd",0
2015-02-07,"B4.Da.$$","Joey Bada$$",0
2015-02-14,"Non-Fiction","Ne-Yo",0
2015-02-21,"Full Speed","Kid Ink",0
2015-02-28,"If You're Reading This It's Too Late","Drake",0
2015-03-14,"Dark Sky Paradise","Big Sean",0
2015-03-28,"Empire: Original Soundtrack From Season 1","Soundtrack",0
2015-04-04,"To Pimp A Butterfly","Kendrick Lamar",0
2015-04-18,"The Album About Nothing","Wale",0
2015-04-25,"Furious 7","Soundtrack",0
2015-05-02,"Cherry Bomb","Tyler, The Creator",0
2015-05-09,"Love Story","YelaWolf",0
2015-05-23,"Special Effects","Tech N9ne",0
2015-05-30,"BUSH","Snoop Dogg",0
2015-06-06,"Hollywood: A Story Of A Dozen Roses","Jamie Foxx",0
2015-06-13,"AT.LONG.LAST.A$AP","A$AP Rocky",0
2015-07-11,"Coming Home","Leon Bridges",0
2015-07-18,"Dreams Worth More Than Money","Meek Mill",0
2015-08-01,"Black Rose","Tyrese",0
2015-08-08,"DS2","Future",0
2015-08-15,"Woman","Jill Scott",0
